topic_id,rank,doc
190,1,"An excellent introduction to initiating and planning projects for which you are PM. The material was presented in a clear and precise way with frequent reference to PMBOK, allowing further study and reading. I feel like a gained a good overview for this stage of a project as a PM."
190,2,"Doing this course 'Budgeting and Scheduling projects' gives learners, a practical approach to Project management based on PMBOK methodology. Prof Margaret Meloni is a great teacher. Students will enjoy her crisp and clear communication of ideas. Slides are well designed. Video quality and sound quality is also great. You will encounter lots of good quality reading materials. Quizzes will help you to test your knowledge as you progress. Overall, an excellent course fit for project managers and project team members who work for construction projects. Also good for the aspiring project managers. Thanks to Prof Margaret and UC Irvine for the great course."
190,3,"If you're looking to brush up or learn some project management fundamentals and learn a little about the Project Management Body of Knowledge (PMBOK), then I recommend this course for you. If you already have some experience and confidence as a project manager, then this course may be too fundamental for you. This course covers a lot of the material from the ""initiating"" and ""planning"" stages of the PMBOK guide. There's also a good section on authority vs. influencing and managing conflict. The professor is great. I would be interested in some more involved exercises or projects though, as the exercises are more so just a reflection question accompanying each week's lesson. The class may be significantly enhanced by the optional reading, but, having not purchased those books, I can't say."
191,1,The best course I have taken so far. :)
191,2,"The best course, I have taken so far."
191,3,Best course I have taken so far.
192,1,Very helpful to know the basics of mental illness and mental health.
192,2,"I would encourage everyone to take this course simply because nearly everyone either experiences at some point, or has a loved one who experiences mental health distress. It is a very good basic course about how to promote wellbeing, and the message about how to define ""recovery"" outside of the clinical sense is important. It also does a good job of addressing the unfortunate stigma surrounding mental health. The first 3 weeks seemed a little slow to me as it is mostly stuff I have heard from other sources and seemed geared more towards general health and dealing with stress and less serious mental illness. The issue of psychotic illness, which was my motivation in taking this course, was not discussed until Week 4. I was hoping for more ""positive psychiatry"" approaches to help loved ones who live with symptoms of psychosis, but it was hardly addressed. Perhaps that could be a focus for a different MOOC!"
192,3,great course. Helped my mental health a lot.
193,1,"The professor was well-spoken and organized this course in a way that was easy to understand and follow. I learned a few things about strategy, including what it is and what it isn't, and have a better understanding of how business strategy/strategic planning has evolved over time and different theories on gaining a competitive advantage."
193,2,"I had completed by full-time MBA 18 years back but thanks to this course, now I realize how beautifully tools like SWOT, Competitor, Environmental, Five Forces, and Capabilities Analyses, as well as Strategy Maps come together to help us analyze the competitive environment for an organization, think strategically and understand (and recommend) firm positioning and value creation. Thank you ! Develop your ability to think strategically, analyze the competitive environment, and recommend firm positioning and value creation. In this course, we will explore the underlying theory and frameworks that provide the foundations of a successful business strategy and provide the tools you need to understand that strategy: SWOT, Competitor, Environmental, Five Forces, and Capabilities Analyses, as well as Strategy Maps. We'll apply these tools in case studies of industry leaders Google, Redhook, Piaggio and Apple."
193,3,"This is a highly recommended course and the content is second to no other on Coursera at the time of this review. I have taken all of the courses in the series from Copenhagen Business School, as well as nearly all other business management courses offered for other institutions. This specific course on Strategic Management is the single most informative and current material of all of the options. It does not answer every question or address every concept you would need to know to run a major corporation, but it is a fantastic overview of past and present methods of business strategy, and is of value to any business minded individual.I highly recommend this course and the entire series from CBS. Enjoy!"
194,1,Great introduction to business metrics.
194,2,Great introduction to the Business metrics!
194,3,Great introduction to Business Metrics!
195,1,"Well, this course has at least 3 undeniable cons:1. It exist;2. It offers certificate for reasonable and affordable price;3. It has ""Stanford"" in title.Still, it could be improved in many ways.First of all, it has poor video and audio quality, maybe worst I've personally seen in MOOC. Dear Stanford! Professor Ng is cool, give him room with windows, 1080p camera and microphone! Even less famous educational establishments can afford it.Second, subtitles are also poor. English is not my native language but I dropped subs in my language after first try. English subtitles also have a lot of errors: many words are garbled with homonyms; I'm lucky to have some background in course theme and without it I would be completely lost trying to understand what's even going on.Third, I think this and many other courses are suffering from past teaching system and experience. What is classical teaching system? There is lecturer narrating and writing on the board, sometimes showing something; there are students listening and taking notes. Well, still better than ""watch your master working, nothing will be explained"" method (still present in some cultures), but what century it is? XVII, XIX? We are learning ""Machine Learning"" via Internet, and watching materials being hand-written in process? Seriously? Even basic HTML skills in this days are enough to show formula, where you can get reminders of it's every part by simply moving cursor on it (Wikipedia is one example). After two weeks break in learning it will be very effective way to remember fast ""what's going on, why this formula is so big and what the hell is that squiggle"", and learning process will be improved greatly.Little more HTML effort, and there will be way to live demonstrate curves, planes and how different parameters affect them; it will be possible to let students experiment while learning which is great improvement for learning, memorizing and understanding. These are just examples, but hopefully my point is clear.Quizes are too easy, solvable with ""hey he just said that"" method and some intuition, not require deep understanding. Programming assignments are well prepared and explained, but programming materials amount is not enough for me. Thank you professor Ng for your efforts!"
195,2,"As mentioned in the course's title, it is an introductory course on children's human rights. As such, it can be a very useful resource for a beginner. Whilst I am not a complete beginner, I did learn about the issue and familiarised myself more with children's rights. After completing the course, I am interested in learning more and digging more into some of the issues that were discussed - in that, the course has definitely delivered.However, the course would gain from some improvements: First, as a non-native English speaker, I understand the difficulty of teaching a course in English - however, almost all lecturers were reading their notes and had a strong accent. This killed the dynamic of each lecture. In addition, the transcripts of all videos, including those of interventions made by native English speakers, were full of mistakes (for example, ""treaty body"" was transcribed as ""tricky body"", ""NGO"" as ""Ango"", and so on). In my view, it would have been more accurate and dynamic if the lectures had been taught in each speaker's native language, with subtitles in English. Second, the forum, which could be an incredible platform allowing students from all over the world and lecturers to share their experiences and exchange ideas, is left practically unused. Students asked legitimate and interesting questions, both on the substance and logistics (such a technical problems with weekly quiz), most of which were left unanswered by lecturers. In my view, an effort should be made to ensure that the forum is active and that questions are answered.Third and last, some of the resources supposedly available to students were not, either because access was restricted to paid subscription only or because links do not work. It would be great if all links are checked and all resources are shared. In addition, suggestions for further reading and/or courses would be useful once the course is completed.All in all, I have paid for the certificate (prior to starting the course). However, whilst I am happy to have one now, I do not think that the level of the course is worth paying for it without correcting the issues I mentioned above."
195,3,"This is an interesting and ear- and mind-opening course. In parts it is very good, but with some attention to a number of points it could be excellent.I will list a number of the issues that I would like to see addressed:The professor has a wide and profound knowledge, but speaks somewhat indistinctly. This is far from being helped by the English subtitles - I do not mean the transcription - but the English video subtitles (I am a native British English speaker) which appear to have been done by a deaf, non-musical, computer and hopefully not by a human. If they WERE done by a human, he or she was drunk or had no knowledge or interest in the content of the material. I have tried to contact the people in charge of the subtitles, but with no success. I understand that they are not the same people as those who perform translations. English subtitles for an English spoken course are apparently not handled by the translator volunteers but are so I was told, farmed out to an outside contactor. There are some absurd transcriptions in the subtitles, and it simply isn't possible to send in reports about each of them - Chello, Hayden, Richard (for we should) are just three that come to mind. The course deserves far better, even if Professor Wright's diction and delivery are sometimes problematic. I needed the subtitles, because Professor Wright's delivery is not always comprehensible. Unfortunately I found the English subtitles to be careless, wrong and inconsistent, and occasionally - groaningly funny.I would be happy to consider reviewing the subtitles - but for this would need them as a separate and continuous file, against which the spoken text could be compared. If someone would like me to do this, please contact me at mneugarten@gmail.com2. (for some reason this window does not allow the first point to labelled 1.) - the presenter plays (not always too well, on an appalling synthesizer. Why couldn't a piano be used? The music deserves better than the sound of a mock piano.3. There appears to be no accompanying reading material. Yes, Professor Wright's book is referenced, but this does not seem to be available outside the US. Surely some additional references could and should have been found by now.The above points detract in my opinion from what otherwise be a truly wonderful course.I would be happy to hear your feedback.Best regardsDr Michael Neugartenmneugarten@gmail.com"
196,1,Great forensic and fraud examination skills articulated.
196,2,Great experience and knowledge about fraud examination and forensic accounting.
196,3,Good course for understanding the basics in forensic accounting and fraud examination.
197,1,"Very well rounded and informative introductory course to HTML5. I was able to learn a lot from both a standpoint of basic knowledge and in considerations about accessibility, validation, and peer to peer interactions in coding in order to ensure that I'm able to construct the best possible code that I can as I continue practicing and improving my web development skills. Many thanks to Dr. Colleen van Lent and the staff at the University of Michigan for offering this course on Coursera. I look forward to taking the next courses in this specialization!"
197,2,"Firstly, I would like to thank Professor Colleen van Lent for being such an amazing mentor. She covered all the necessary topics related to HTML5 in the best possible way. Its only because of her that I was able to host my first ever website and understood the difference between various tags. The course also helped me understand that we need to use only the required tags and elements while designing a page and keeping in mind the rules of syntax and semantics."
197,3,"'Introduction to HTML5' course is a very general introduction to HTML5 for beginners. The professor doesn't assume you know anything about Web development or even how files are uploaded to a host website. The course covers a brief history of the Web, basic HTML5 elements, URL terminology, Accessibility, Semantics, and basic FTP & Web hosting software like C-Panel. Forms and other advanced topics are not covered. The class is presented in a laid back style and uses non-technical language which is easy to understand. The quality of the video and audio are excellent. Supplemental books (pdf) and links to Youtube videos are provided and are useful. The duration of some of the lectures seemed too long, even when using 2X playback speed. With some of the quizzes, the professor expected you to read her mind and were worded in a subjective manner.The Accessibility section seemed a little too preachy for me. Also, the final project was convoluted and the instructions were vague. The final project really ended up being a 9 or 10 question quiz that gave you hints on how to code the final project. In summary, take this course if you are a complete beginner. Otherwise, you won't learn much if you have more than 2 months of experience in front end Web development."
198,1,Thanks so much for this wonderful course!
198,2,Thanks for such a wonderful course!
198,3,Thanks for the wonderful course
199,1,"Prof. Mannino is brilliant in structuring this course about Database Management Essential.You really end up with a strong and structured understanding of the essential concepts of relational databases and a bit of practice.You learn about: table creation, then SQL Queries, then ERDs, then translation of ERDs into tables, and about database normalisationThe concept of Functional Dependency and Normalisation is a tiny bit short in my opinion. At the end of the course, I'm not sure I really understand BCNF Normalisation... That could be improved!THANK YOU TO PROF. MANNINO!"
199,2,"Database Management Essentials can be a very helpful course for students who want to learn the basics of database design, entity relationship model, and SQL. This course has sufficient theory related materials and practice problems to not only develop a good understanding but also implementation skills. Michael Mannino has been very good instructor.Since I have had some knowledge about SQL prior to this course, I expected to gain more than simple SQL related skills from this course."
199,3,"The course offered me an incredible opportunity to re-learn some of the foundations related to Relational Database Management Systems, especially some of the standard SQL commands (CREATE TABLE, INSERT, UPDATE, DELETE & SELECT), guidelines for effective query formulation, Entity Relationship, and Relational Diagrams, and normalization (especially the Boyce-Codd Normal Form)...Professor Mannino did a fantastic job in explaining the course materials as well as the practice problems and assignment questions did allow me to strengthen and test my skills... The community was also really helpful and kind..."
200,1,"This course is a good introduction to the use of JIRA, Agile Scrum, and Agile Kanban. If your current work or job uses JIRA and Agile methodologies, this course will be suitable."
200,2,"This course is mostly a walkthrough of Atlassian Jira software. You are able to learn about Agile and Scrum work methods through an exploration of how JIRA software works. The lectures are quite monotonous and lack energy, but the hands-on assignments of working in JIRA do provide a dynamic that is absent in other courses. I recommend this as a primer for Atlassian JIRA software but not as an introduction to Agile project management."
200,3,Great course to learn Jira. Also covered Agile methods overview very well.
201,1,Thank you so much Professor Bloom!
201,2,"Oh, how I wish I had copied what I wrote earlier. This course has been tremendous for me. Professor Bloom is so engaging, and the combination of his energy, knowledge, and range of topics touched-upon in the course were engaging, stimulating and inspiring. I will be fifty in August, and have wanted to return to some sort of academic endeavor since I graduated from law school, in 2001. I simply couldn't afford it, and I did not have the time - first, because I was practicing law, and then, because I was injured and then a cascade of medical issues followed (and still exist). I have not felt intellectually stimulated on this level for many years; and I have not felt both excited about delving into something truly educational and able to start and follow something important to me through to completion for a very long time. This course was fascinating, and touched upon areas I would not have thought a course on this subject matter would. The lecture by Laurie Santos was absolutely wonderful. The balance of philosophy and psychology; religion and politics; science and emotion; and more all presented a course that provided just enough of everything to leave me wanting to delve in further. I can honestly say that I will be ordering books from Professor Bloom, from Singer, and from others discussed during the course. I enrolled in Professor Bloom's ""Introduction to Psychology"" course (I used to represent psychiatric in-patients briefly, too briefly, in New York, and have wanted to return to working with the mentally ill for a very long time), and am just beginning the third week. It is not often that one comes across both a professor and subject matter that keep one engaged simultaneously. And for many like me, it is quite something to find someone like Professor Bloom, and to find a course, or a body of knowledge in any form, that can inspire so much, and in so little time. The benefit of a six-week course has been something that will have a lifelong effect. This is rather a more personal, perhaps emotional, review, than one discussing just the academia and what has been learned, in and of itself. To me, though, that speaks to how wonderful the course and the professor are have been. I am ever grateful."
201,3,Another awesome course by Paul Bloom! Loved it!
202,1,Nice course and Tutor :)
202,2,"Great Knowledge, Great Tutor. I really appreciate the tutors"
202,3,Very good course and tutor
203,1,"This is an excellent course on fundamentals of visualisation. Mixing the title with the word ""Tableau"" may give the wrong notion of the course content to the students (did to me at least). Ok, I am a bit harsh here as there is indeed some introduction to the Tableau Public variant. However, it is very limited. So many students may give up due to mention of Tableau (without being a Tableau course).That said, I have now attended courses 2, 3 and 4 already as well. So I consider myself reasonably familiar with Tableau. My suggestion is the following:1. Do this course even if it disappoints you along with course 2 (goes on the same line). 3. By end of course 2, you would learn some very cool concepts around the visualisation topic and some very interesting background reading materials. Note that the time mentioned to read the background materials is heavily understated. It took me a lot longer than 10-15 mins that they stated as recommended time to read it.3. Once you hit courses 3, you would suddenly start realising the true power of Tableau. That course is awesome. 4. You'd see true powers of Tableau in course 4, with storyboarding where you really start seeing your viz shaping up."
203,2,An excellent introduction to Tableau and Data Visualization.
203,3,Good introduction of Tableau and concepts of visualization.
204,1,This is good introduction on Typography.
204,2,great course! learned a lot about the typography & it's history
204,3,If you are beginners in typography this course is for you! =)
205,1,Great introduction to bayesian statistics
205,2,A great course on Bayesian Statistics.
205,3,Great introdation for Bayesian Statistics!
206,1,"Great instructor. Really a great course. It contains not just Bootstrap, but NPM, Gulp and Grunt, and other things as well."
206,2,"It is a great course which takes you from the beginner to pro in bootstrap.In the first three weeks of the course it teaches,- how to work with different bootstrap component.In the final weak it teaches jQuery to play around with different bootstrap plugins and introduces various NPM scripts and tools like grunt and gulp for the building and deployment of the project."
206,3,Very Great course to learn Bootstrap implementation with JQuery. Also to learn basic NPM modules and scripts with GULP and GRUNT.
207,1,"Great diving into the cutting edge computer vision algorithms (such as YOLO), the state of the art CNN architectures(ResNet, VGG, Inception Network, Siamese Network), with a variety of applications of this architectures and algorithms, such as self-driving system, neural style transfer generator and face recognition and verification! Very simple and understandable submission of very hard to read and realize machine learning papers, perfect explanationof the cutting edge machine learning algorithms, architectures and approaches used in this field. I'm so pleased with the quality in this course! It helped me VERY MUCH! Thank you"
207,2,"This course covers the basics of convolutional neural networks , resnets, inception nets, yolo, style transfer, face recognition.The programming assignments mostly for yolo and face recognition is done with transfer learning , i think its only fair as they are computationally expensive to train.I am confident about all the materials covered in this course Andrew Ng as always breaks down the problem to the basics so you can understand them.Its a great course if you want to know and implement the well known computer vision problems with the well known algorithms."
207,3,"To set the context, I have a PhD in Computer Engineering from the University of Texas at Austin. I am a working professional (13+ years), but just getting into the field of ML and AI. Apologies for flashing this preamble for every course that I review on coursera.This course is the 4th in a 5 part series offered by Dr. Andrew Ng on deep learning on coursera. I believe it is useful to take this course in order and it makes sense to study it as a part of the series, though technically that is not necessary.This is one of the best courses to take if you want to understand the basics of Convolutional Neural Networks. CNN is a technically-difficult-to-understand, still-evolving field of Neural Networks, and it has thus far found remarkable uses in the field of computer vision. Dr. Ng really exposes us to this cutting edge research, by explaining research papers, starting from its 'inception' to work that was published just two years ago. There are several aspects of CNNs that are difficult to understand, including the very basic ""convolution"" itself. Much of that is made clear in his video lectures, which explore (and explain) a wide variety of Network Architectures in good detail. The instructor videos are very good, usually 10 min long, and Dr. Ng tries hard to provide intution using analogies and real-life examples. The quizzes that accompany the lectures are quite challenging and help ensure that the student has understood the material well. As with the other courses, the programming exercises are the best part of the course. You get to practice, (1) decoding hand signs, (2) face verification, (3) face recognition, (4) single and multiple object detection (of cars in a street) ... All these problems are actual, real-life projects, which are extremely difficult to solve. They help the student practice the strategies and also provide a jump-start for the student to use the code for their own problems at work or in school. Overall, this is an excellent course. Thank you Dr Ng and the teaching assistants, Thank you coursera."
208,1,Great Course for the animal welfare.
208,2,"Considering the amount of information I think too much material was attempted to be covered. Some of the lectures seemed to be rushed through. I am comparing this with another course I took, Dog Emotion and Cognition where the lecturer took a greater amount of time to cover the material. Perhaps it might be better to do separate courses on the welfare of different animals under different circumstances.There was a comment by a guest speaker at the beginning of the course talking about the need for greater animal production to feed the increasing human population. However, this is not what many scientists are saying must happen. The only way the ever increasing human population can be fed is with a plant based diet that gets more nutrition from the land and has less impact on the environment. I know this has nothing to do with the course but the authors of the course allowed him to speak so I am insuring that other voices are heard and that increasing farm animals is not the answer to world hunger.As I am a vegan vegetarian watching the section on Farm Animals was a bit traumatic but I felt necessary to get a better perspective on factory farming. I can never justify factory farming but nevertheless it is the present reality. However, measuring cortisol levels is not a true measure of what any animal endures during its short lifetime in factory farming. It is a measure of reaction to stress for a given period of time and not the lifetime of the animals.I chose not to view the optional section on slaughter as the word defines itself. With human killing there are ways less painful and quicker but ultimately death is the result.I don't say the above with any naivete. My family raised chickens, ducks, and rabbits, all of which were slaughtered and ended on the dinner table. I am also not new to animal behavior having done previous coursework and studied the behavior of mountain gorillas with Dian Fossey at Karisoke Research Center in 1974. I need to submit one more thing and it is a link to a YouTube a lecture by Phillip Wollum at the World Vegan Summit. Animal welfare will only occur when the violence humans perpetrate ends.https://youtu.be/AfBhanzng0w"
208,3,Thank all for the great opportunity to learn about Animal Behaviour and welfare. This course helped me to understand many unknown facts about animal welfare and how to work for welfare of animals.
209,1,Great presenter and great content. Thanks!
209,2,Very good course - great presenter.
209,3,"Awesome learning and recapping on past knowledge ! The presenter with his with punchlines made the dense material bearable ! Kudos to this awesome presenter and his patience and diligence in delivering the material. Some hands on labs on certain areas where tools are used for better reinforce what is being learned. Just the lectures and quizzes may not suffice other then that awesome job to everyone involved in developing , preparing and presenting these information. On a small note some of the diagrams present could be provided as PDFs so as to serve as visual reminder of key concepts and takeaways."
210,1,Absolutely loved this course and Professor Santos!
210,2,Such a great course!!! Thank you Dr. Santos
210,3,This is everything i needed! Dr Santos is amazing!
211,1,On the best courses i have ever taken.
211,2,At last this was one of the best courses that i have taken until now
211,3,This was one of the best courses i have ever taken.
212,1,"This is the introductory course to a series of courses designed to teach machine learning through case studies. The introductory course provided a nice overview of key machine learning techniques in the context of common applications of machine learning (case studies). The concepts are taught in Python using the high-level DATO GraphLab libraries, so the course provides a good introduction to using the machine learning techniques that are provided in DATA GraphLab rather than on learning the mathematics behind the techniques. I am investigating the capabilities and advantages and disadvantages of existing frameworks such as Pandas and DATO GraphLab, so this course met my needs, but it would probably not be as useful to data scientists who are interested in learning the underlying principles, mathematics and numerical methods used in machine learning. I would have given the course a rating of five IF it had done a better job of describing the fundamental principles of machine learning and if it had made it easier to use a non-commercial framework such as Pandas. I'm planning to take the next course in the series in the hope that it will provide more in-depth coverage of the fundamental principles of machine learning than the introductory course."
212,2,"I enrolled in this specialization to learn machine learning using GraphLab Create. Half way into the specialization the creators sold Turi, GrapLab's parent company, making it non available to the general public (not even by paying) and then all the knowledge devalued. I wish I had known this and I would have enrolled on a different specialization. The creators still give you the possibility of using numpy, scikit learn and pandas but I had already done a lot with GraphLab create. The time I invested on my nights after work became a waste. I was trying to convince the company I worked for to buy licenses for GraphLab create. Coursera should not allow folks to create courses that promote a private license course because it would make people waste their time and money if they decide to privatize the software. Don't take this course, and if you take it then only use GraphLab create when the authors give you no other option. Teaching style: Carlos was good, Emily is not very clear and loses focus of the topics and often rambles. She seems very knowledgeable but she lacks clarity of exposition when compared to Carlos or Andrew Ng."
212,3,"The biggest downside of the course is that instead of learning on open source machine learning modules (sklearn) the course offers Dato's GraphLab, a proprietary piece of software that requires paid licenses to operate. To be clear, during the duration of the course students can use a student license that provides graphlab for free but this expires after a year. It seems like fine software but if you arent going to purchase a license after the class expires whats the point? Also, Graphlab is built on top of python2.7. If you are running python 3.0+ on your machine youll have to install a python 2.7 instance. Otherwise the quality is solid. The philosophical approach the professors take is to give you a taste of a variety of machine learning models. The upside is that if you want to get a taste you can. The downside the course feels pretty shallow and then the next course in the specialization -- regression -- feels like a pretty stark contrast. In general it could be argued that this is a problem with all coursera courses. How do you modulate course difficulty when you could be targeting students who are somewhere between high school kids to computer scientists? So the course and the specialization tilts between very easy and very hard."
213,1,"I had started doing home workout a few years ago and my only source of information was internet. That really helped me but one thing that lacked was the science behind exercise. I sincerely thank Robert Mazzeo, University of Colorado Boulder and Coursera for enhancing my knowledge through this adeptly designed course."
213,2,Science of exercise was a very informative course. I personally learned so many things of physical activity and fitness. I would suggest everyone who takes up this course to share the information among near and dear ones and have a determination to maintain a healthy lifestyle through diet and exercise.
213,3,"Prof Robert Mazzeo provided an excellent capsule of information on the body adaptation to exercise and the science to explain the adaptations and the benefits that occur due to both endurance and strength training interventions. I wish he had spent another module on the sequencing of exercises, with examples of both endurance and strength trainings that we could use as a take away. For example the course doesnt necessarily explain why we need to warm up before an exercise, how stretching helps post exercise, which muscle types are important to strengthen (like core) etc in detail."
214,1,Thank you very much i learned a lot with this course
214,2,thank you all. I learned a lot from this course.
214,3,Thank you very much! I have learned a lot from this course.
215,1,very good course，thanks a lot
215,2,"Good Course, thanks a lot"
215,3,Good course! Thanks a lot!
216,1,Best Course on CSS3 that I could have taken. Thank you to Dr Colleen van Lent for being a wonderful teacher!
216,2,"An excellent course by a Computer Scientist (PhD)! The course was very well presented, at a steady pace and in a lovely, clear voice (pity some courses online aren't so professionally clear).The assessments, and especially the final one, ensure that one focuses and aims for perfect, syntactic and semantic code - which is what all developers should be striving for now. I'm very pleased that I achieved 100%! Great job, **Colleen Van Lent** ... now I'm interested in the second course in the series, ""Introduction to CSS3""."
216,3,This is one of the best CSS course I have ever come across. The lecturer gave links to many amazing resources that help widen knowledge on some core concepts in CSS3. Thanks to Cousera and Collen Van Lent for the amazing course.
217,1,"'How Things Work' is undoubtedly the best introductory physics course I have ever taken. Professor Bloomfield makes physics so much fun to study and motivates students with his empathy. As I'm a physics teacher myself, I intend to enhance my classes with this revolutionary way of teaching, by using everyday examples to maximize students learning. Thank you very much professor Lou!!! =]"
217,2,"This course is brilliant, because it has the potential to reach the masses of individuals that would otherwise be left out of the world of physics. I'm talking about students that think they are too busy, too slow, too old, not smart enough, etc. This is an 'at your own pace' class, which I really appreciated for learning concepts in physics. The way this course accomplishes this amazing feat is by presenting everyday physical actions like dropped balls out of three story windows, or manned wheeled carts gliding across the floor, or bumper car physics explained with air hockey games, and then explaining the laws of physics that are behind the 'actions'. Knowing the physics behind what we see everyday is so enriching, and my eyes are much wider now. This course, taught by Dr. Louis Bloomfield, is also amusing and entertaining, as Dr. Bloomfield races up and down the steps of the empty University of Virginia Physics building for the dropped ball gravity experiments, or crashes himself (standing on a wheeled cart) into the wall to illustrate energy and momentum transfer. (he has really good balance and stamina!) I really hope there is a 'How MORE Things Work' soon! My appetite is whetted."
217,3,"This course was exceptional, outstanding, and unprecedented. This course truly deserves appreciation. Professor Louis Bloomfield has left me in awe of his exceptional work. His hard work, dedication, commitment towards the course and to deliver knowledge voluntarily for the benefit of students is highly commendable. I am an Engineer and have taken a number of Physics courses in school, college, and university, this one is way ahead of them. I have also done a few courses on Coursera and have found this course the best till now. It is highly recommended to anyone who genuinely wants to learn Physics and loves it. The people who have no prior knowledge of Physics can also take this course to learn its basic concepts in an amusing way. Believe me! you will not find a better Physics professor than Professor Louis Bloomfield."
218,1,I'm missing the programming assignments as in earlier courses also i also felt a lack in links of google notebook and we only have videos of the programs working rather than getting hands on with links to corresponding google colab notebooks.
218,2,"The lectures are quite interesting, but the course should be at least twice as long to cover the CNNs with enough depth for a practical application. For the assignments, the Grader and the Notebook worked terrible compared to all the courses I took on Coursera so far. There were many discrepancies between the Notebook and the Grader- code matching the expected output in the Notebook would fail in the Grader etc. Starting about two days before the assignment deadlines, loading models into the Notebook would take 30-40 minutes, and crash most of the time, with unreadable error messages. Files got corrupted, sessions ran for hours..."
218,3,"Really big struggle with dinos, versions of workbooks, and sometimes no logical way to explain why grader does not validate a working notebook. Pain, frustration, taking away time from proper learning.On the course itself, some exercices felt like toying (e.g. very simple function to check if a time_segment already exists) in the middle of a keras deep learning model, where learning debugging, setting up smaller ones would have helped me learn more I think.Still not sure I am at ease with creating models, we experimented various ways over the specialisation, and the selection of model architecture or even tuning after 1st running version is still mostly guess work to me. Will need to digest and keep learning"
219,1,great course as a start for vba
219,2,"Programming VBA for Excel requires three skills; knowledge of the application object model, knowledge of Excel, and knowledge of programming. Even skilled programmers familiar with Excel can be overwhelmed when tying all three skills together so creating an introduction class for the novice is a challenge. This course succeeds at not over whelming the student.This course takes a balanced approached and gently guides the student into a dance with the subject matter using some very interesting techniques and examples from typical engineering problems. It covers the right amount of instruction for the VBA editor and the interaction of data and variables between the editor and Excel. It covers functions and subroutines, the scope and types of variables at a useful enough level, without getting too deep. Because the instructor is an engineer he includes several simple but powerful numerical methods and the use of both Solver and GoalSeek into the course. Since I am an engineer and enjoy numerical methods I especially like this and would enjoy a course that might be described as “Numerical Recipes in VBA” .I would recommend this course to novices seeking an introduction through to experienced users wanting a deeper understanding and foundation for future work in VBA for Excel."
219,3,It's very interesting course to learn VBA
220,1,"While the data visualization tools outlined here are valuable, the final assignment for this course does a very poor job of assessing the things that were actually taught.Early on, you are assured that the course will emphasize the scripting layer of matplotlib, rather than the more complex artist layer. In the final assignment, however, you are instructed to use the artist layer, and configure many parameters that were never covered in any of the labs or videos.Likewise, utilizing geojson files for choropleth maps was covered in the most cursory manner - you are never requried to open a geojson file, or understand how it is configured. You just load it in and carry on with the assignment. However, without understanding the setup of a geojson file, no student is going to understand how to properly configure the key_on parameter when making their own choropleth map for the final assignment.The ability to actually create a graph from a set of data is perhaps the smallest part of the final assessment. Everything else is fussing with irritating details, often details that we were never taught about in class."
220,2,"Course materials are more than 4 years old. That describes not only the videos but also the age of the various Python libraries that you will be working with. The charting and data visualizations discussed are the really the most basic kind that you might find more easily executed in Excel or Google Sheets. My idea of data science visualizations are not bar charts, scatters, line graphs, and box charts.The age of the course also means that there will be almost no discussion of more contemporary data viz libraries like Seaborn or Plotly or ones I may have never heard of as this course sought to cover the most basic elements of matplotlib. Nothing presented I would say rose to the current professional and academic standards of data visualization."
220,3,"A good course that could be better.I think that this course provided a reasonable introduction to Matplotlib, but the lectures need to go a bit deeper and provide more examples. The course left too much of the work to the student. [For your reference, I have a PhD in Mathematics, taught for several years at a highly selective undergraduate college, and have extensive experience in industry as a Matlab and SAS user.] The homework assignments were substantial, and I enjoyed doing the final assignment which required merging two or more datasets using Pandas and then Matplotlib to plot relationships. The course website provides estimates of the number of hours required to complete the assignments, but these were gross underestimates because so much about Matplotlib was left to the student. I would have preferred a bit more lecture time, more examples, and a few side tutorials on using Jupyter and notebooks (how to download and upload), especially since we were grading the code of our fellow students."
221,1,A very good introduction to functional programming!
221,2,A good course for functional programming
221,3,Great course about functional programming!
222,1,"Do you know what a C pointer is? Great, then you can spend 15 minutes on youtube and skip this course. It will teach you nothing more than basic C syntax, and some tangential embedded software trivia.Besides the high price tag and woefully small scope, this course is extremely buggy. First, the provided VM does not seem to work; it comes with a virtual drive that the recommended VirtualBox software warns is incomplete, and on launch it is indeed seen as a read-only filesystem full of warnings and errors. Second, the assignments are very vague and often outright incorrect. Once I set up my own environment, I had to correct code that we were specifically instructed not to change on multiple occasions just to get the assignments to build. Further inquiries on the forums confirmed that these corrections were required. And of course, the assignments are provided with incomplete instructions which tend to omit lots of critical information.I feel like I wasted my time and money with this course, and I would recommend that you not waste yours."
222,2,"This course is so fundamental that you don't actually need to write a single line of code to pass. You do everything on paper. But I still found it valuable despite several years in a variety of technical code writing code. Most of the course videos consist of professors walking you through step-by-step evaluation of programs while they talk about the execution and the readings are similar to the first few chapters of any good introductory programming language text. I find it a very useful place to begin, because I'm moving on confident that I have a good grasp of the nuances of C evaluation. It's very easy to spend a lot of time around code and see enough C that you think you could get your ideas to compile this afternoon. I know for a fact that I would be right in my case. But I still wouldn't know the details of the right way to use structs and would likely make the mistake of assuming the C compiler was treating variables like so many other high-level languages (HINT: it's not quite). Looking forward to continuing this series and glad that I chose this path to deepen my understanding of this timeless tool."
